id_musicien,nom,prenom,mail,dateNaiss,style,sexe
1049,June,Pollock,June@Pollock.jcx,1978-8-23,ORIONTAL,F
1050,Connie,Coon,Connie@Coon.tgk,1991-7-24,JAZZ,M
1051,Monica,Robinson,Monica@Robinson.ipf,1985-5-18,ORIONTAL,M
1052,Juanita,Cline,Juanita@Cline.kiq,1947-1-24,ROCK N ROLL,F
1053,Catherine,Sitton,Catherine@Sitton.rgu,1988-11-27,ORIONTAL,M
1054,Elsie,Wise,Elsie@Wise.xwf,2002-8-26,ORIONTAL,M
1055,Alexandria,Sheely,Alexandria@Sheely.raq,1947-4-24,classic,M
1056,John,Bowden,John@Bowden.nwk,1956-9-11,ROCK N ROLL,M
1057,Jeanette,Willis,Jeanette@Willis.yyv,1964-5-19,ORIONTAL,M
1058,Pauline,Gray,Pauline@Gray.twr,1981-10-25,classic,M
1059,Tommye,Eastman,Tommye@Eastman.odo,1961-11-21,classic,M
1060,Harry,Alexander,Harry@Alexander.fxk,1995-1-5,JAZZ,M
1061,Jason,Hughes,Jason@Hughes.lth,1990-5-28,ROCK N ROLL,M
1062,Jennifer,Champion,Jennifer@Champion.vir,1984-2-16,classic,M
1063,Yvonne,Gondek,Yvonne@Gondek.gwn,1989-1-9,JAZZ,M
1064,Joyce,Balderas,Joyce@Balderas.lje,1957-4-12,ROCK N ROLL,F
1065,Charles,Brockman,Charles@Brockman.jzy,1982-6-13,classic,M
1066,David,Martin,David@Martin.lvt,1966-10-8,classic,F
1067,Jackie,Clark,Jackie@Clark.acx,1986-2-16,ORIONTAL,M
1068,Victor,Jones,Victor@Jones.svo,1957-10-14,classic,M
1069,Jon,Mcintyre,Jon@Mcintyre.eln,1970-4-27,ROCK N ROLL,F
1070,Frank,Collister,Frank@Collister.jgd,1954-2-3,classic,F
1071,Shirley,Alley,Shirley@Alley.mri,2002-2-23,classic,M
1072,Kathleen,Carrell,Kathleen@Carrell.fhq,1973-11-10,classic,M
1073,Kimberly,Zimmermann,Kimberly@Zimmermann.qjh,1977-3-11,ROCK N ROLL,M
1074,Mercy,Perrins,Mercy@Perrins.kha,1949-10-5,JAZZ,M
1075,Ann,Adams,Ann@Adams.bsj,1988-6-6,ROCK N ROLL,M
1076,Robert,Grady,Robert@Grady.mmd,1963-11-4,ORIONTAL,M
1077,Andrew,Keels,Andrew@Keels.iky,2005-12-5,ROCK N ROLL,F
1078,Ethel,Richardson,Ethel@Richardson.rli,1945-7-27,JAZZ,M
1079,Jonathan,Hutto,Jonathan@Hutto.xqt,1943-4-25,ORIONTAL,M
1080,Sara,Perkins,Sara@Perkins.xqw,1990-6-4,ROCK N ROLL,M
1081,Karena,Naquin,Karena@Naquin.ojg,1941-3-13,JAZZ,F
1082,Jacqueline,Sommer,Jacqueline@Sommer.krm,2007-1-25,ORIONTAL,F
1083,Randy,Robinson,Randy@Robinson.fsh,1952-7-5,JAZZ,M
1084,Victoria,Carino,Victoria@Carino.izs,1978-9-17,classic,M
1085,Cathie,Walter,Cathie@Walter.ixr,1992-6-1,ORIONTAL,F
1086,Jill,Odonnell,Jill@Odonnell.mvj,2004-5-2,JAZZ,M
1087,Clarence,Rocha,Clarence@Rocha.qkb,1963-10-25,classic,M
1088,Lanny,West,Lanny@West.zxj,1987-4-13,classic,M
1089,Diego,Baker,Diego@Baker.xdm,1990-3-13,ROCK N ROLL,M
1090,Patrick,Sweeney,Patrick@Sweeney.uvq,1967-8-1,ORIONTAL,M
1091,Joseph,Benoit,Joseph@Benoit.qcc,1990-2-12,ORIONTAL,M
1092,Joseph,Custer,Joseph@Custer.dmn,1966-8-19,JAZZ,M
1093,Rosa,Lane,Rosa@Lane.poa,1991-1-28,JAZZ,M
1094,Margaret,Enciso,Margaret@Enciso.blc,1958-4-14,classic,M
1095,Sergio,Roback,Sergio@Roback.rte,1951-3-22,classic,F
1096,Jason,Jordan,Jason@Jordan.dxy,1987-10-28,ROCK N ROLL,M
1097,Patrick,Rouse,Patrick@Rouse.mdp,1983-7-18,JAZZ,F
1098,Ivan,Smith,Ivan@Smith.zlt,1994-5-2,classic,M
1099,Kathleen,Bradford,Kathleen@Bradford.sat,1968-12-5,classic,F
1100,Robert,Mendez,Robert@Mendez.hxm,2004-5-16,JAZZ,F
1101,Corey,Wood,Corey@Wood.ryi,1958-2-3,JAZZ,M
1102,Dominick,Riebe,Dominick@Riebe.vvs,1994-10-5,classic,F
1103,Star,Murphy,Star@Murphy.goe,1976-3-10,JAZZ,M
1104,Blaine,Roy,Blaine@Roy.ihn,1960-6-8,JAZZ,M
1105,Virginia,Telleria,Virginia@Telleria.rfu,2005-5-7,JAZZ,M
1106,Peter,Parker,Peter@Parker.pwf,1966-11-22,classic,M
1107,Steven,Bayless,Steven@Bayless.iim,2002-12-24,ROCK N ROLL,M
1108,Quincy,Wright,Quincy@Wright.pwq,2005-2-19,classic,F
1109,David,Sas,David@Sas.afa,1949-10-21,ORIONTAL,M
1110,Ryan,Johnson,Ryan@Johnson.htq,1995-11-5,ROCK N ROLL,M
1111,Brian,Morris,Brian@Morris.zqv,1977-2-17,JAZZ,M
1112,Abel,Rushing,Abel@Rushing.vqb,1956-5-18,ORIONTAL,M
1113,Elizabeth,Whitley,Elizabeth@Whitley.elp,1941-9-21,ORIONTAL,M
1114,Leroy,Boulanger,Leroy@Boulanger.jxl,1971-7-16,ROCK N ROLL,M
1115,Dustin,Steinert,Dustin@Steinert.vkn,1986-12-11,ROCK N ROLL,M
1116,David,Fahey,David@Fahey.apw,1946-7-20,JAZZ,F
1117,Joann,Carlson,Joann@Carlson.atp,1977-7-6,ORIONTAL,F
1118,Mary,Goodsell,Mary@Goodsell.svr,1965-6-16,ROCK N ROLL,F
1119,Nicole,Carrel,Nicole@Carrel.ikh,1986-1-13,ROCK N ROLL,M
1120,Patricia,Doty,Patricia@Doty.ndz,1960-12-25,JAZZ,M
1121,Keith,Brown,Keith@Brown.jzy,1972-6-7,ORIONTAL,M
1122,Eileen,Smith,Eileen@Smith.yav,1951-9-8,ORIONTAL,M
1123,Shellie,Pierce,Shellie@Pierce.hdx,1986-2-19,JAZZ,M
1124,Franklin,Hillard,Franklin@Hillard.eyw,1949-1-3,classic,M
1125,Lee,Matthews,Lee@Matthews.nkc,2000-6-23,JAZZ,M
1126,Barbara,Williams,Barbara@Williams.ipf,2007-3-20,ORIONTAL,M
1127,Jason,Klein,Jason@Klein.ktv,1964-3-16,ORIONTAL,M
1128,Carl,Wicker,Carl@Wicker.tbs,2009-7-8,ORIONTAL,M
1129,Charles,Pappas,Charles@Pappas.vgs,1947-7-9,classic,M
1130,Karen,Hernandez,Karen@Hernandez.rvt,1946-5-17,ORIONTAL,F
1131,Theresa,Juarez,Theresa@Juarez.enf,1990-1-16,ROCK N ROLL,F
1132,Elizabeth,Cassidy,Elizabeth@Cassidy.xse,1940-1-1,classic,F
1133,Eva,Mattox,Eva@Mattox.txs,2001-10-14,ROCK N ROLL,F
1134,Francis,Macki,Francis@Macki.obj,1995-10-4,classic,M
1135,Joseph,Gills,Joseph@Gills.vit,1974-6-19,JAZZ,F
1136,Minnie,Beck,Minnie@Beck.lbm,2002-5-10,ROCK N ROLL,M
1137,Arlene,Justice,Arlene@Justice.xtd,1982-1-20,classic,M
1138,Bernardo,Wallace,Bernardo@Wallace.dfn,1942-9-17,ORIONTAL,F
1139,Spring,Pretti,Spring@Pretti.yld,1991-5-14,ROCK N ROLL,F
1140,Karl,Maloon,Karl@Maloon.cbz,1992-1-3,JAZZ,F
1141,Tommy,Guzman,Tommy@Guzman.nqj,1958-4-10,ORIONTAL,M
1142,Brenda,Pfeiffer,Brenda@Pfeiffer.onz,2001-8-28,ORIONTAL,M
1143,John,Washington,John@Washington.wnu,1963-1-16,JAZZ,M
1144,Sharon,Forbes,Sharon@Forbes.rqb,1970-7-20,ROCK N ROLL,M
1145,Nettie,Fowler,Nettie@Fowler.pyx,1954-10-27,JAZZ,M
1146,Charles,Phillips,Charles@Phillips.dcn,1994-5-24,classic,M
1147,Harry,Matchett,Harry@Matchett.ybn,1984-10-8,ORIONTAL,M
1148,Carmela,Paar,Carmela@Paar.ojr,1986-5-27,classic,M
1149,Melissa,Dronet,Melissa@Dronet.icv,1984-5-11,JAZZ,M
1150,James,Herrera,James@Herrera.tul,2002-8-16,ROCK N ROLL,F
1151,David,Gruber,David@Gruber.nnu,1962-1-25,classic,M
1152,Jean,Willingham,Jean@Willingham.nvg,1959-9-4,classic,M
1153,Paul,Smith,Paul@Smith.wun,1961-10-3,JAZZ,F
1154,Florence,Lopez,Florence@Lopez.trn,2007-2-12,ORIONTAL,M
1155,Blanca,Gonzalez,Blanca@Gonzalez.xks,1941-10-5,JAZZ,F
1156,Lesley,Guzman,Lesley@Guzman.mdb,1961-10-17,classic,F
1157,James,Floyd,James@Floyd.zge,1968-2-2,ORIONTAL,M
1158,Charles,Quick,Charles@Quick.qvw,1991-9-17,classic,M
1159,Kim,Lannon,Kim@Lannon.sqd,1984-6-27,ROCK N ROLL,F
1160,John,Colston,John@Colston.mph,1970-7-3,ORIONTAL,F
1161,Kelsey,Maples,Kelsey@Maples.qcg,1995-10-7,ORIONTAL,F
1162,Jennifer,Banas,Jennifer@Banas.jed,1942-1-17,ORIONTAL,M
1163,Brandy,Walton,Brandy@Walton.bsi,1940-10-13,JAZZ,M
1164,Anna,Hughes,Anna@Hughes.waz,1958-10-14,ROCK N ROLL,F
1165,Troy,Moore,Troy@Moore.aqs,1956-7-7,ORIONTAL,M
1166,Wayne,Rogers,Wayne@Rogers.hxb,1943-4-15,ORIONTAL,M
1167,Maria,Mcentyre,Maria@Mcentyre.dnn,1967-9-23,ORIONTAL,F
1168,Colleen,Goodson,Colleen@Goodson.xil,1969-10-14,ORIONTAL,F
1169,Suzanne,Gipe,Suzanne@Gipe.pld,1981-12-18,ROCK N ROLL,M
1170,Brent,Basham,Brent@Basham.eor,1963-11-2,JAZZ,F
1171,Fred,Denson,Fred@Denson.jzx,1991-1-3,classic,F
1172,Juanita,Luce,Juanita@Luce.igq,1949-3-24,classic,F
1173,Hannah,Campbell,Hannah@Campbell.uzz,1958-12-24,JAZZ,F
1174,Andrew,Berry,Andrew@Berry.ctt,1987-6-20,classic,M
1175,Stephanie,Tasler,Stephanie@Tasler.zhd,2008-6-10,ORIONTAL,M
1176,Teresa,Brown,Teresa@Brown.wkg,1984-6-1,ORIONTAL,F
1177,Jake,Trautman,Jake@Trautman.qjo,1995-9-4,classic,M
1178,Ardath,White,Ardath@White.aqb,2006-9-8,ROCK N ROLL,M
1179,Michelle,Gower,Michelle@Gower.ktm,1946-11-11,ORIONTAL,M
1180,Jennifer,Talley,Jennifer@Talley.ygq,1954-8-9,classic,F
1181,Anthony,Burge,Anthony@Burge.sdn,1954-12-6,JAZZ,F
1182,Linda,Pearce,Linda@Pearce.obv,1978-12-1,ORIONTAL,F
1183,George,Loyd,George@Loyd.qda,1969-6-2,ROCK N ROLL,M
1184,William,Huneycutt,William@Huneycutt.fgn,1961-5-18,ROCK N ROLL,M
1185,Michael,Swann,Michael@Swann.pkp,2005-10-1,ROCK N ROLL,M
1186,Erik,Colangelo,Erik@Colangelo.exy,1968-7-11,ORIONTAL,M
1187,Julian,Hendon,Julian@Hendon.adm,1962-10-22,ROCK N ROLL,M
1188,Kevin,Mcneal,Kevin@Mcneal.wtk,1955-6-17,classic,M
1189,Sharon,Emery,Sharon@Emery.gpt,1997-6-10,ROCK N ROLL,M
1190,Karyn,Carrara,Karyn@Carrara.sjp,1991-11-3,ORIONTAL,M
1191,Rick,Carlton,Rick@Carlton.tnq,1944-3-25,classic,M
1192,Shirley,Magee,Shirley@Magee.ccv,1984-11-13,classic,M
1193,Margaret,Martin,Margaret@Martin.tww,1995-5-15,classic,M
1194,Robert,Knight,Robert@Knight.tye,1954-5-6,ORIONTAL,M
1195,Vanessa,Huskins,Vanessa@Huskins.wzm,1959-9-18,ORIONTAL,F
1196,Mary,Edwards,Mary@Edwards.bzg,1950-2-15,classic,F
1197,John,Hayes,John@Hayes.dql,1951-4-6,JAZZ,M
1198,Esther,Dulin,Esther@Dulin.xul,1970-11-19,classic,M
1199,Alfredo,Kimble,Alfredo@Kimble.zlp,1978-1-6,classic,M
1200,Johnnie,Yeung,Johnnie@Yeung.sdk,2009-10-15,JAZZ,M
1201,Carlos,Aguino,Carlos@Aguino.egr,1986-1-26,JAZZ,M
1202,Anthony,Mcculloch,Anthony@Mcculloch.fkp,1990-12-22,ROCK N ROLL,F
1203,Benjamin,Smith,Benjamin@Smith.rmw,1991-10-22,ORIONTAL,M
1204,Craig,Garcia,Craig@Garcia.bnc,1974-8-19,ROCK N ROLL,F
1205,Darlene,Defalco,Darlene@Defalco.fsb,1955-9-27,classic,F
1206,Louise,Hudson,Louise@Hudson.orr,1953-7-26,ROCK N ROLL,M
1207,Mattie,Evans,Mattie@Evans.rtn,1974-6-25,ROCK N ROLL,F
1208,Walton,Taylor,Walton@Taylor.osh,1958-4-15,JAZZ,M
1209,Aubrey,Pierce,Aubrey@Pierce.njb,1946-6-21,ORIONTAL,M
1210,David,Martinez,David@Martinez.lff,1967-2-5,classic,M
1211,Scott,Stiles,Scott@Stiles.qzq,1968-8-22,ORIONTAL,F
1212,Jeannie,Shaw,Jeannie@Shaw.mlf,1998-7-6,JAZZ,M
1213,Phyllis,Perry,Phyllis@Perry.xla,1979-10-13,classic,M
1214,Rita,Carlton,Rita@Carlton.zrg,1964-4-16,JAZZ,F
1215,Richard,Butterworth,Richard@Butterworth.orw,1940-3-1,ORIONTAL,M
1216,Delphine,Dole,Delphine@Dole.bof,1967-9-14,classic,M
1217,Susana,Gonzalez,Susana@Gonzalez.ndo,1990-1-26,classic,M
1218,David,Gilmer,David@Gilmer.ltp,2001-9-26,ORIONTAL,F
1219,Ryan,Bertrand,Ryan@Bertrand.mgu,1958-7-25,JAZZ,F
1220,Quincy,Creech,Quincy@Creech.mru,1959-5-3,ROCK N ROLL,F
1221,Derek,Pulse,Derek@Pulse.pnb,1991-1-15,classic,F
1222,Hector,Allen,Hector@Allen.sxm,1991-7-9,JAZZ,F
1223,Scott,Morrison,Scott@Morrison.dah,2005-10-16,JAZZ,M
1224,John,Mach,John@Mach.gaa,1984-3-24,classic,M
1225,George,Spradley,George@Spradley.dvq,1962-5-2,JAZZ,M
1226,John,Root,John@Root.adv,1943-10-14,classic,M
1227,Helen,Homan,Helen@Homan.uej,1974-12-21,ORIONTAL,M
1228,Elena,Ball,Elena@Ball.dln,1967-1-10,ROCK N ROLL,F
1229,Laura,Smith,Laura@Smith.vkp,1996-5-1,classic,M
1230,Harold,Lane,Harold@Lane.qbl,1981-1-7,ROCK N ROLL,M
1231,Samantha,Rusk,Samantha@Rusk.pcd,2000-8-13,ROCK N ROLL,F
1232,Joann,Clark,Joann@Clark.fum,1987-1-25,classic,M
1233,Nina,Aldridge,Nina@Aldridge.ckq,1995-7-12,ORIONTAL,M
1234,Emily,Wright,Emily@Wright.bjq,1976-11-27,JAZZ,M
1235,Roberta,Kurylo,Roberta@Kurylo.npg,2007-10-16,ORIONTAL,F
1236,Donald,Lancaster,Donald@Lancaster.dme,1990-2-4,classic,M
1237,Amy,Witham,Amy@Witham.jvc,1949-6-14,JAZZ,M
1238,Cicely,Zierenberg,Cicely@Zierenberg.eea,1987-10-27,classic,F
1239,Erin,Grimm,Erin@Grimm.ctk,1989-4-20,ROCK N ROLL,M
1240,Mariah,Elliott,Mariah@Elliott.tmf,1962-1-3,classic,M
1241,Traci,Vargas,Traci@Vargas.eyx,1956-10-4,classic,M
1242,Katie,Bender,Katie@Bender.tjn,1942-6-20,ORIONTAL,M
1243,Angel,Hildebrand,Angel@Hildebrand.rtf,2001-2-13,ORIONTAL,F
1244,Clara,Gillispie,Clara@Gillispie.ozs,1988-8-26,JAZZ,M
1245,Henry,Perreira,Henry@Perreira.pvz,2008-5-1,ORIONTAL,M
1246,Tiffany,Hanks,Tiffany@Hanks.yhh,1971-7-9,ROCK N ROLL,F
1247,Elizabeth,Shoup,Elizabeth@Shoup.tim,1943-9-10,JAZZ,M
1248,June,Sebald,June@Sebald.oyd,1993-7-6,classic,F
1249,Edna,Burgess,Edna@Burgess.rop,1948-1-5,ROCK N ROLL,M
1250,Starla,Harding,Starla@Harding.wrj,2004-11-24,classic,M
1251,John,Holliman,John@Holliman.ovf,1940-3-21,JAZZ,M
1252,Bernard,Goebel,Bernard@Goebel.exd,2008-7-23,ROCK N ROLL,F
1253,Kathleen,Birden,Kathleen@Birden.brc,1972-11-19,ROCK N ROLL,F
1254,Frederick,Powel,Frederick@Powel.wjt,1956-11-17,ROCK N ROLL,M
1255,Cathy,Reed,Cathy@Reed.vfr,1947-1-2,ROCK N ROLL,F
1256,Shaun,Lew,Shaun@Lew.dnu,1991-4-4,ORIONTAL,M
1257,Emory,Priest,Emory@Priest.yyt,1984-7-1,classic,M
1258,Nathan,Mallory,Nathan@Mallory.stp,2005-1-7,JAZZ,F
1259,Alfreda,Clayton,Alfreda@Clayton.xoo,1952-5-21,classic,F
1260,Dorothy,Smith,Dorothy@Smith.kny,1968-5-17,classic,M
1261,Dennis,Jefferson,Dennis@Jefferson.kuk,1998-8-26,ORIONTAL,M
1262,Irene,Miller,Irene@Miller.ybp,2006-4-21,ORIONTAL,M
1263,Bertha,Avila,Bertha@Avila.hes,1953-5-21,ORIONTAL,M
1264,Patricia,Burke,Patricia@Burke.yrf,1963-12-11,ORIONTAL,F
1265,Deborah,Hinz,Deborah@Hinz.gzx,1994-11-19,classic,M
1266,Reynaldo,Doil,Reynaldo@Doil.tat,1940-10-2,ROCK N ROLL,M
1267,Kevin,Lennon,Kevin@Lennon.tbd,1968-2-3,ORIONTAL,M
1268,Frances,Swafford,Frances@Swafford.wol,1981-4-7,classic,M
1269,Ronald,Cox,Ronald@Cox.ley,1942-9-11,JAZZ,F
1270,Heather,Wood,Heather@Wood.kpo,1956-6-3,ORIONTAL,M
1271,Latina,Quach,Latina@Quach.chd,1977-5-21,ORIONTAL,M
1272,Tarsha,Mendoza,Tarsha@Mendoza.oag,1982-5-1,JAZZ,M
1273,Cynthia,Weber,Cynthia@Weber.btk,2006-4-20,ORIONTAL,M
1274,Rebecca,Boehme,Rebecca@Boehme.jeh,1953-10-19,ROCK N ROLL,M
1275,Norma,Haney,Norma@Haney.zwn,1999-7-13,ORIONTAL,M
1276,Brooke,Pedlow,Brooke@Pedlow.ojf,1974-12-22,JAZZ,F
1277,Leroy,Derry,Leroy@Derry.fae,2006-2-22,JAZZ,M
1278,Daniel,Ross,Daniel@Ross.gyo,2007-7-6,ROCK N ROLL,M
1279,Johnnie,Kiedrowski,Johnnie@Kiedrowski.mli,1969-9-20,ORIONTAL,M
1280,Terra,Mcfarling,Terra@Mcfarling.itv,1943-1-5,JAZZ,M
1281,Raymond,Castro,Raymond@Castro.ryz,1988-6-16,JAZZ,M
1282,Bobby,Henderson,Bobby@Henderson.yuo,1943-5-12,ROCK N ROLL,M
1283,Thomas,Ortiz,Thomas@Ortiz.reh,1989-11-9,ORIONTAL,F
1284,Lulu,Hobbs,Lulu@Hobbs.cxn,1958-2-21,JAZZ,F
1285,Henry,Conroy,Henry@Conroy.szg,1970-3-2,JAZZ,M
1286,Kristopher,Hedgepeth,Kristopher@Hedgepeth.lnc,1979-7-20,JAZZ,M
1287,Grace,Przybyla,Grace@Przybyla.jhz,1976-11-12,classic,F
1288,Pauline,Chiang,Pauline@Chiang.tyr,2005-4-12,classic,F
1289,Kimberley,Gettle,Kimberley@Gettle.qlq,1978-1-14,ROCK N ROLL,M
1290,Cynthia,Rose,Cynthia@Rose.wgn,1982-9-2,ORIONTAL,M
1291,Michelle,West,Michelle@West.otv,1983-2-18,classic,F
1292,Stephanie,Blue,Stephanie@Blue.jjt,1974-6-17,classic,M
1293,Daniel,Drake,Daniel@Drake.zwt,2008-3-28,classic,M
1294,Carol,Murray,Carol@Murray.cys,1989-12-25,JAZZ,M
1295,Florence,French,Florence@French.azl,2004-1-19,ORIONTAL,M
1296,William,Rollins,William@Rollins.nlf,1998-1-23,JAZZ,F
1297,Roy,Gercak,Roy@Gercak.wye,1979-6-3,ORIONTAL,M
1298,Susan,Morrill,Susan@Morrill.sbc,1965-4-24,classic,F
1299,Robert,Chalfant,Robert@Chalfant.bea,1994-12-12,classic,M
1300,Julia,Massimino,Julia@Massimino.sss,1954-10-5,classic,M
1301,Lori,Stewart,Lori@Stewart.evq,1954-1-20,classic,M
1302,Jack,Whitaker,Jack@Whitaker.jwi,1957-6-3,ROCK N ROLL,M
1303,Julian,Edmonds,Julian@Edmonds.jez,1971-10-2,ORIONTAL,F
1304,Jennifer,Deckman,Jennifer@Deckman.rbj,1966-1-1,classic,F
1305,Derrick,Miller,Derrick@Miller.zvf,1942-2-4,ORIONTAL,F
1306,Jessie,Lucey,Jessie@Lucey.min,1999-5-8,classic,F
1307,Mildred,Rogers,Mildred@Rogers.nke,2009-10-28,classic,M
1308,Iris,Dudley,Iris@Dudley.oyo,1942-1-25,classic,M
1309,Warren,Carlone,Warren@Carlone.hdg,1957-6-28,JAZZ,F
1310,Harold,Harris,Harold@Harris.spn,2006-11-21,JAZZ,F
1311,Charlene,Washington,Charlene@Washington.fat,1966-11-9,classic,M
1312,Anthony,Wolfe,Anthony@Wolfe.fsx,2007-4-6,ROCK N ROLL,M
1313,Dina,Krone,Dina@Krone.bfe,1981-8-23,classic,M
1314,Patricia,Jimenez,Patricia@Jimenez.qro,1979-9-27,ROCK N ROLL,M
1315,Ronald,Liriano,Ronald@Liriano.axd,1962-10-28,JAZZ,M
1316,Harold,Mozingo,Harold@Mozingo.wjb,1946-3-8,JAZZ,M
1317,Doris,Rowe,Doris@Rowe.alk,1956-1-27,ORIONTAL,M
1318,William,Gonzales,William@Gonzales.xok,1946-4-19,ROCK N ROLL,M
1319,Alfredo,Prill,Alfredo@Prill.ybm,1978-1-20,ROCK N ROLL,F
1320,William,Hibbard,William@Hibbard.scm,1969-11-22,ROCK N ROLL,F
1321,Paul,Kerr,Paul@Kerr.nop,1984-10-17,classic,M
1322,Robert,Willingham,Robert@Willingham.ikv,1993-10-28,ROCK N ROLL,F
1323,Hubert,Aguirre,Hubert@Aguirre.qyq,1981-11-24,JAZZ,F
1324,Jose,Brown,Jose@Brown.uzq,1967-9-11,ORIONTAL,M
1325,Rolando,Powell,Rolando@Powell.oxm,2008-1-8,JAZZ,M
1326,Reba,Barnes,Reba@Barnes.alk,1975-9-5,classic,F
1327,Maria,Coughlin,Maria@Coughlin.uef,1964-3-13,JAZZ,M
1328,Judith,Rosario,Judith@Rosario.txx,1987-7-12,classic,F
1329,Edith,Mcminn,Edith@Mcminn.uql,1997-8-15,JAZZ,F
1330,Charlene,Painter,Charlene@Painter.cqx,1965-9-2,JAZZ,M
1331,Caroline,Fagan,Caroline@Fagan.jzk,1972-3-10,classic,F
1332,Stephen,Bernstein,Stephen@Bernstein.pwh,1981-3-14,JAZZ,F
1333,Effie,Ferguson,Effie@Ferguson.tyt,1945-12-8,ORIONTAL,F
1334,Russell,Shaw,Russell@Shaw.tgp,2001-3-11,classic,M
1335,Celeste,Boyd,Celeste@Boyd.bcs,1950-6-1,JAZZ,M
1336,Anna,Wright,Anna@Wright.skp,2004-12-20,JAZZ,F
1337,Herman,Deeter,Herman@Deeter.lzt,1987-11-26,classic,M
1338,Edward,Mcdonald,Edward@Mcdonald.gdo,1968-11-17,ORIONTAL,F
1339,Ray,Cupps,Ray@Cupps.tev,1987-7-26,classic,M
1340,Carlene,Chester,Carlene@Chester.aje,2000-2-18,ORIONTAL,M
1341,Myrtle,Tyler,Myrtle@Tyler.raw,1964-5-25,JAZZ,M
1342,Darci,Browen,Darci@Browen.elu,1961-5-17,ORIONTAL,F
1343,James,Powers,James@Powers.zgk,1940-10-19,classic,M
1344,Elliot,Hargrove,Elliot@Hargrove.gqk,1975-1-19,JAZZ,F
1345,George,Harris,George@Harris.all,2002-7-2,ROCK N ROLL,M
1346,Simone,Popken,Simone@Popken.ldc,1988-9-28,ORIONTAL,M
1347,Christopher,Warmack,Christopher@Warmack.aix,2008-2-15,classic,M
1348,Cheryl,Salas,Cheryl@Salas.qof,1996-9-16,JAZZ,M
1349,Wendell,Tucci,Wendell@Tucci.efe,1985-10-23,ROCK N ROLL,F
1350,Mirta,Gough,Mirta@Gough.ixm,1950-6-18,ROCK N ROLL,M
1351,Kenneth,Stovall,Kenneth@Stovall.auy,1955-3-7,ORIONTAL,M
1352,Josie,Dallmann,Josie@Dallmann.wak,1962-7-4,ORIONTAL,M
1353,Tessie,King,Tessie@King.oqb,1971-11-21,ROCK N ROLL,M
1354,Martin,Obermiller,Martin@Obermiller.oip,2001-10-13,JAZZ,F
1355,Oscar,Villarreal,Oscar@Villarreal.zqq,1989-6-4,JAZZ,F
1356,Heidi,Kent,Heidi@Kent.fan,2004-6-24,ROCK N ROLL,F
1357,Aaron,Weissman,Aaron@Weissman.hzb,1992-6-25,classic,M
1358,Nathan,Orlando,Nathan@Orlando.fhu,1964-4-26,ROCK N ROLL,F
1359,Ronald,Burnside,Ronald@Burnside.yps,1973-6-23,ROCK N ROLL,M
1360,Earl,Bos,Earl@Bos.nol,1943-9-22,JAZZ,M
1361,Howard,Brown,Howard@Brown.lls,1949-1-10,classic,F
1362,Carlotta,Hill,Carlotta@Hill.ohb,2004-3-22,classic,M
1363,Teresa,Needels,Teresa@Needels.lqp,1953-2-7,ORIONTAL,M
1364,Joanne,Blanks,Joanne@Blanks.hla,1990-10-27,ROCK N ROLL,M
1365,Fred,Rayford,Fred@Rayford.inh,1961-1-7,ORIONTAL,F
1366,Luis,Thomas,Luis@Thomas.xok,1961-4-5,ROCK N ROLL,F
1367,Teresa,Pamplin,Teresa@Pamplin.zzb,1967-9-18,JAZZ,M
1368,Christopher,Duet,Christopher@Duet.oeh,1995-6-24,JAZZ,M
1369,Carol,Morgan,Carol@Morgan.ikc,1941-8-18,ROCK N ROLL,F
1370,Martha,Thomas,Martha@Thomas.wcz,1957-3-18,ROCK N ROLL,M
1371,Lynn,Lambert,Lynn@Lambert.gzx,1973-9-14,JAZZ,M
1372,Phyllis,Ross,Phyllis@Ross.eed,1946-1-8,classic,M
1373,Charles,Chavez,Charles@Chavez.xct,2006-7-10,classic,F
1374,Melba,Breeden,Melba@Breeden.ewo,1959-10-12,ROCK N ROLL,M
1375,Brian,Vargas,Brian@Vargas.tjk,1966-11-2,JAZZ,M
1376,Robert,Hayes,Robert@Hayes.bbb,1966-6-19,JAZZ,M
1377,Cynthia,Randolph,Cynthia@Randolph.rfm,1954-3-7,ROCK N ROLL,M
1378,Cheryl,Diaz,Cheryl@Diaz.lcl,1996-6-10,JAZZ,M
1379,Gary,Vega,Gary@Vega.qbp,1956-6-2,JAZZ,F
1380,Inez,Streeter,Inez@Streeter.nro,1960-4-14,JAZZ,F
1381,Joseph,Wells,Joseph@Wells.zje,1968-10-6,JAZZ,M
1382,David,Comer,David@Comer.bcs,1971-5-23,JAZZ,M
1383,John,Moret,John@Moret.sxx,2006-3-12,JAZZ,F
1384,Olga,Botello,Olga@Botello.umv,1947-4-9,JAZZ,M
1385,Raymond,Quick,Raymond@Quick.wmr,1966-3-6,ROCK N ROLL,F
1386,Louis,Templeton,Louis@Templeton.tst,1962-4-19,ROCK N ROLL,F
1387,George,Mitchell,George@Mitchell.khe,1998-12-3,ROCK N ROLL,M
1388,Donna,Rodriguez,Donna@Rodriguez.vms,1945-1-23,ROCK N ROLL,F
1389,Claude,Keys,Claude@Keys.fim,1986-12-1,ORIONTAL,M
1390,Joshua,Minor,Joshua@Minor.dzt,1945-12-10,ORIONTAL,M
1391,Ladonna,Moore,Ladonna@Moore.mgx,1999-8-10,ORIONTAL,M
